# Linux versiones

path version Red Hat, cat /etc/redhat-release
ping: flood; envia 100 o mas paquetes por segundo,ping parametro: -f
ping: incrementa el intervalo de envio entre paquetes,ping parametro: -i segundos
ping: solo usa IPv6,ping parametro: -6
route:  gestión de tabla de encaminamiento obsoleto,route add default gw 192.168.29.1
traceroute: especificar el gateway de salida,traceroute parametro: -g direccion_ip
traceroute: especificar el interface de salida,traceroute parametro: -i direccion_ip
traceroute: en lugar de empezar por 1,traceroute parametro: -f first_ttl
traceroute: maximo numero de saltos,traceroute parametro: -m max_ttl
traceroute: no resuelva las IP a nombres,traceroute parametro: -n
tcpdump: capturar trafico del interface eth0,tcpdump -i eth0
tcpdump: capturar solo 5 paquetes,tcpdump -c 5 -i eth0
tcpdump: mostrar captura en modo ASCII,tcpdump -A -i eth0
tcpdump: mostrar interfaces disponibles,tcpdump -D
tcpdump: guardar en un fichero la captura,tcpdump -w 0001.pcap -i eth0
tcpdump: captura trafico tcp,tcpdump -i eth0 tcp
tcpdump: captura trafico del puerto 22,tcpdump -i eth0 port 22
tcpdump: captura hacia/desde una IP,tcpdump -i eth0 src/dst 192.168.0.2
ifup: activar y desactivar interfaces de red,ifup eth0 / ifdown eth0
iw: muestra tus interfaces wifi. Ej. wlp2s0,iw dev
iw: estado de conexion de ese dispositivo,iw wlp2s0 link
iw: escanea la redes wifi,iw wlp2s0 scan
nmcli: conectar a una wifi,nmcli dev wifi connect MiegiWifi password 1234
nmcli: listado los dispositivos de red,nmcli dev show
nmcli: listado de conexiones activas,nmcli connection
nc: scan a single port,nc -v -w 2 z 192.168.56.1 22
nc: paquete nc en RedHat y Netcat en Debian. Navaja suiza de red,nc
nc: verbose,nc parametro: -v
nc: timeout_segundos,nc parametro: -w
nc: simplemente que haga un escaneo,nc parametro: -z
nc: crear un servidor de chat -l listen mode. -vv more verbose,nc -l -vv -p 5000

# Linux gestion sistema seguridad hardware shutdown systemctl service dmesg free ulimit B side

Apaga controlado de la maquina,shutdown now con -P asegura que la maquina no se reinicie o hiberne
Para la maquina: procesos y cpu. Ej: mantenimiento/cambio tarjeta PCI,shutdown -H now
Cancela un shutdown pendiente,shutdown -c
Apagado inmediato de la maquina,poweroff
Reinicia la maquina,poweroff --reboot
Para la maquina,halt
Apaga la maquina con halt,halt -p
Reinicia la maquina,halt --reboot
Chequea que el estado del servicio/unidad,systemctl status firewalld.service. Idem sin el '.service':systemctl status firewalld
Systemctl: Lista todos los servicios activos,systemctl list-unit-files --type=service --state=active
Systemctl: Inicio;reinicio;parada y recarga,systemctl start/restart/stop/reload httpd.service
Systemctl: Activar el servicio al arranque,systemctl enable/disable httpd.service
Systemctl: reiniciar la maquina,systemctl reboot
Systemctl: apagar la maquina,systemctl poweroff
Systemctl: parar la maquina,systemctl halt
Cambiar estado del servicio,service miservicio start/stop/restart/reload/status
Activar el servicio al arranque,chkconfig miservicio on/off
Dmesg: filtrar por el nivel de cada mensaje,dmesg --level=alert;crit;...
Dmesg: mensajes del kernel,dmesg -k
Dmesg: muestra la fecha y hora en un formato legible,dmesg -T
Dmesg: se queda esperando a nuevos mensajes,dmesg -w
Dmesg: mensajes del espacio de usuario,dmesg -u
Sysctl: ver una lista completas de los parametros del kernel,sysctl -a
Sysctl: ej. capacidad de routing; aunque temporal,sysctl -w net.ipv4.ip_forward=1
Sysctl: es definitivo,echo 'net.ipv4.icmp_echo_ignore_all = 1' >> /etc/sysctl.conf
Sysctl: aplicar los cambios,sysctl -p
Equivalente a cat /proc/cpuinfo,lscpu
Muestra los dispositivos conectados al USB o al PCI,lsusb / lspci
Añadir o borrar modulos del kernel,modprobe
Muestra información de la memoria RAM obtiene la informacion de cat /proc/meminfo,free
Free: formato legible,free -h
Free: información en bytes/kibi/mebi/gibibyte --> base 2,free -b/m/g/k
Free: aplica las unidades del sistema internacional --> base 10,free --si
Configuración/control de recursos para usuarios cambiar estos parametros en el fichero /etc/security/limits.conf. Un ususario puede cambiar su limite soft pero nunca el hard,ulimit
Ulimit: ver el hard limit,ulimit -Hn
Ulimit: ver el soft limit,ulimit -Sn
Ejecuta comando como si fuera 'carlos'.,sudo -u carlos comando. Fichero de configuracion /etc/sudoers

# Linux ssh scp B side

ssh: solo servidor,apt install openssh-server
ssh: instala cliente y servidor,apt install ssh
ssh: fichero configuración de cliente ssh,/etc/ssh/ssh_config
ssh: fichero de configuración del servidor ssh,/etc/ssh/sshd_config
ssh: fichero con las claves publicas de los clientes autorizados a conectarse,$HOME/.ssh/authorized_keys
ssh: fichero con los fingerprint de la claves publicas de los servidores a los que nos hemos conectado,$HOME/.ssh/known_hosts
ssh: autenticacion del host; otras: /etc/ssh/ssh_host_dsa_key; /etc/ssh/ssh_host_ecdsa_key,/etc/ssh/ssh_host_rsa_key
ssh: generacion de par de claves,ssh-keygen -t rsa/dsa/ecdsa -b numero_bits_clave
ssh: muestra el fingerprint de esa clave,ssh-keygen -l -f ssh_host_ecdsa_key.pub
ssh: copia de la clave publica al servidor donde queremos conectarnos ej. ssh-copy-id username@remote_host,ssh-copy-id
ssh: agente de autenticacion --> Para evitar tener que teclear la Passpharse cada vez,ssh-agent
ssh: añadir claves privadas al agente de autenticacion,ssh-add
ssh: recopilar claves publicas de ciertos hosts,ssh-keyscan
ssh: permitir autenticación con clave pública. Campo: AuthorizedKeysFile  .ssh/authorized_keys .ssh/authorized_keys2,Campo dentro /etc/ssh/sshd_config PubkeyAuthentication yes|no
ssh: permitir hacer login a usuario root,Campo dentro /etc/ssh/sshd_config PermitRootLogin yes|no
ssh:permitir hacer login con password. Opcional PermitEmptyPasswords yes|no,Campo dentro /etc/ssh/sshd_config PasswordAuthentication yes|no
ssh: cliente de ssh,ssh
ssh: conectar al host e iniciar una sesion interactiva remotamente,ssh username@remote_host
ssh: conectar al host e iniciar una sesion interactiva remotamente,ssh -l username remote_host
ssh: ejecutar un comando remotamente,ssh username@remote_host comando
ssh: conectar a un puerto diferente al 22,ssh -p puerto username@remote_host comando
ssh: estando conectado a un servidor si quieres conectarte a otro esta opción transmite las credenciales,ssh -A
ssh: crea un tunel local,ssh -L your_port:site_or_IP_to_access:site_port username@host
ssh: crea un tunel remoto,ssh -R remote_port:site_or_IP_to_access:site_port username@host
scp your_username@remotehost.edu:foobar.txt /some/local/directory,"
- descargar fichero remoto en directorio del host local
- scp [other options] [source username@IP]:/[directory and file name] [destination username@IP]:/[destination directory]"
scp: subir fichero local a servidor remoto,scp foobar.txt your_username@remotehost.edu:/some/remote/directory
scp: copia recursiva,Opción scp: -r
scp: conservará los tiempos de modificación iniciales y los atributos del archivo,Opción scp: -p
scp: limita el ancho de banda usado. Kbit/s,Opción scp: -l

# Docker

"Como obtener información sobre el uso de docker en el equipo?
- Containers: 7
-  Running: 0
-  Paused: 0
-  Stopped: 7
- Images: 5
Registry: https://index.docker.io/v1/
Docker Root Dir: /var/lib/docker
",docker info. Con docker inspect se obtiene información de objetos: volumen; imagen...
Como descargar una imagen del hub?,docker pull jenkins
Comando para obtener la versión del runtime docker,docker version
Mostrar listado de los contenedores ejecutandose en el sistema,docker ps; docker container ls; docker container list
Mostrar listado de todos los contenedores,docker ps -a; docker container ls -a
Como arrancar un contenedor,docker run image
Como arrancar un contenedor con mapeo de puerto 8080 host y puerto contenedor 8888,docker run -p 8080:8888 jenkins. Otro ejemplo: docker run -p 8080:8080 -p 50000:50000 jenkins
Como arrancar un contenedor en background; interactivo, docker run -dit image
Crear un volumen Docker, docker volume create --name [nombre volumen]
Listar volumenes Docker, docker volume ls
Que parametros usar para arrancar un contenedor con un volumen almacenado en /var/mnt/datos en el host y /home/datos en el contenedor,-v /var/mnt/datos:/home/datos
Que parametro usar para arrancar en segundo plano,-d
Como crear un contenedor sin arrancarlo,docker create NombreImagen; docker containter create NombreImagen
Como arrancar o parar un contenedor,docker start/stop id_del_contenedor; docker container start/stop id_contenedor
Crear una nueva imagen de un contenedor editado, docker commit id_contenedor usuario/nombreimagen
Como crear una imagen a partir del fichero Dockerfile situado en el directorio actual,docker build -t NombreImagen:TagImagen
Dockerfile: a partir de la cual crear una imagen ej. imagen:tag_basealpine;ubuntu;scratch...,FROM
Dockerfile: copiar desde el HOST/url hacia dentro de la imagen,COPY. Tambión existe ADD que sirve para urls
Dockerfile: ejecucion de comandos: apt; mkdir; etc, RUN
Dockerfile: exponer puertos en el container, EXPOSE solo con esto no podremos acceder desde el HOST
Dockerfile: definir un directorio cuya información será persistente,VOLUME /myvolume. Nota: no especifica el directorio del host solamente se especifica dentro del contenedor
Dockerfile: definir variable entorno/parametros, ENV(usado en el proceso build y persiste en contendor); ARG (solamente esta disponible en proceso build)
Dockerfile: establecer el directorio de trabajo, WORKDIR
Dockerfile: usuario con el que se ejecutarán las acciones,USER por defecto root
Dockerfile: comando+argumentos por defecto que se ejecutará cuando se inicie un CONTAINER con esta imagen,CMD Solo puede haber un CMD en el Dockerfile!!! Alternativa: ENTRYPOINT(no permite sobreescribir comando)
Mostrar imagenes que hay disponibles,docker images. Ojo la S! comando igual a ->  docker image ls; docker image list
Como ejecutar un comando contra un contenedor en ejecución,docker exec
Como entrar en el bash del contenedor,docker exec -it centos /bin/bash se crea un nuevo proceso en el enviroment del contenedor https://shorturl.at/xMNP5
Como unirse a un contenedor en ejecución,docker attach conecta al standard input/output/error del proceso principal main https://shorturl.at/xMNP5
Borrar contenedor,docker rm id_del_contenedor
Borrar imagen docker,docker rmi id_de_la_imagen; docker image rm

# Kubernetes

Cliente terminal kubernetes,kubectl
Conjunto de másquinas físicas o virtuales y otros recursos utilizados por kubernetes,Cluster
Una máquina física o virtual ejecutándose en kubernetes donde pods pueden ser programados,Nodo
Son la unidad más pequeña desplegable que puede ser creada; programada y manejada por kubernetes. Este Pod es un grupo de uno o más contenedores; con almacenamiento compartido entre ellos,Pod
Se asegura de que el número específicado de réplicas del pod estén ejecutándose. Permite escalar de forma facil los sistemas y maneja la re-creación de un pod cuando ocurre un fallo,Replication Controller
Es una abstracción que define un conjunto de pods y la lógica para acceder a los mismos,Service
Kubernetes: como se gestionan los pods definiciones_pods.yaml,kubectl apply -f definicion_pods.yaml modo declarativo O kubectl create -f definicion_pods.yaml modo imperativo https://i.stack.imgur.com/7IHhi.jpg
Pods que están ejecutandose,kubectl get pods
Nodos en el cluster,kubectl get nodes
Info mas detallada del pod,kubectl describe pod nombreDelPod

# Apache

Como instalar apache?, sudo apt install apache2
Como activar configuración de un site?, a2ensite 100-ruinosa.conf. Se hacen unos enlaces simbolicos entre ficheros del directorio sites_available y sites_enabled; dentro de /etc/apache2
Como activar modulos por ejemplo ssl?, a2enmod ssl activa el modulo de SSL. En realidad se hacen unos enlaces simbolicos entre ficheros del directorio mods_available y mods_enabled; dentro de /etc/apache2
Como gestionar servicio apache?, apache2ctl status/fullstatus; apache2ctl start/stop/restart apache2ctl -t test del fichero de configuracion
Como ver los modulos activos?, apache2ctl -M
Como testear el fichero de configuración?, apache2ctl -t
Que campo se usa dentro del fichero de configuración del site para asignar un nombre dominio, ServerName ruinosa.com. Nota: usa la cabecera http Host: ruinosa.com para identicar la web solicitada
Que campo se usa dentro del fichero de configuración del site para asignar el path principal, DocumentRoot /var/www/ruinosa.com
Que campo se usa dentro del fichero de configuración del site para asignar el puerto de escucha,"`<VirtualHost *:8080>`"
Como configurar el SSL para un site?,"
Hay que añadir al fichero:
SSLEngine on
SSLCertificateFile /etc/apache2/ssl/example/apache.crt
SSLCertificateKeyFile /etc/apache2/ssl/example/apache.key
"
Como añadir al site una autenticación básica, Añadir al fichero de configuración del site: AuthType Basic; AuthUserFile /var/www/acme.com/.users.pwd; require valid-user
Path directorios apache en Debian y Redhat?, En Debian /etc/apache2/apache2.conf En Redhat /etc/httpd/conf/httpd.conf

# Ansible B side

/etc/ansible/group_vars/,"
Directorio para colocar los ficheros YML con las variables de configuración para los grupos de Ansible
ansible_ssh_user: root"
/etc/ansible/ansible.cfg,"
Configuración general de Ansible
[defaults]
inventory      = /etc/ansible/hosts"
/etc/ansible/hosts,"
inventario de host
[group_name]
alias ansible_ssh_host=your_server_ip
[labservers]
nodo1 ansible_ssh_host=192.168.0.24
nodo2 ansible_ssh_host=192.168.0.26
"
Ansible: para usar un determinado module,ansible all -m ping
Ansible: para pasar argumentos al module,ansible all -m shell -a 'df -h'
Ansible: usa el modulo por defecto 'command',ansible all -a 'uname -a'
Ansible: instala vim en todos los servidores,ansible all -m apt -a 'name=vim'
Ansible: crear un directorio,ansible all -m file -a 'dest=/var/www/prueba mode=644 state=directory'
ansible-playbook apache.yml,"
ejecuta un playbook sobre server1
Ejemplo de playbook:
- name: Playbook to install Apache
   hosts: labservers (grupo servidores donde se va instalar)
   become: true
   user: root
   tasks:
    - name: Ansible apt install Apache
      apt:
        name: apache2
        state: present (present: asegurará se instale un paquete; absent: eliminará el directorio; latest: actualiza última versión)
"

# SaltStack B side

/etc/salt/master,"
fichero de configuración del master
interface: 0.0.0.0
publish_port: 4505
user: root
ret_port: 4506
file_roots:
	base:
		- /srv/salt"
/etc/salt/minion_id, fichero de configuración minion; se genera tipicamente con el hostname cuando arranca el minion
/etc/salt/minion,"
fichero de configuración minion
master: 192.168.0.23
master_port: 4506
user: root
file_client: local (para configurar el minion con Modelo Standalone)"
SaltStack: formas de iniciar el master,systemctl start salt-master | service salt-master start | salt-master -d | salt-master -l debug
SaltStack: iniciar el minion,salt-minion -d
SaltStack: Ejemplo de fichero con Salt States formulas. Similar a playbook en Ansible,Que es el fichero /src/salt/mc.sls
SaltStack: listar todas las claves que maneja el master,salt-key -L
SaltStack: para aceptar claves pendientes,salt-key -A
SaltStack: para ejecutar funciones directamente en el minion sin que este contacte con el master - Modelo Standalone,salt-call --local
SaltStack: les dice a los minion que ejecuten la funcion test.version,salt '*' test.version
SaltStack: invocar al fichero sls correspondiente,salt '*' state.apply mc
SaltStack: enviar el fichero salt.doc a todos los minions,salt-cp '*' salt.doc /usr/local/
SaltStack: orden a minions espacio en disco utilizado,salt '*' disk.usage
SaltStack: orden a minions ejecutar comando,salt '*' cmd.run 'ls -l /etc'
SaltStack: orden a minions instalar vim,salt '*' pkg.install vim
SaltStack: orden a minions para obtener las interfaces red,salt '*' network.interfaces
SaltStack: orden a minions obtener información sobre el item cpu_model; ipv4_interfaces...,salt '*' grains.get 'cpu_model'

# Oracle SQLserver MySQL Postgres B side

Oracle: Como crear un tablespace, create tablespace ts_data datafile '/var/data/oracle/ts_data_01.dbf' ... ;
Oracle: Como crear una tabla especificando el tablespace, create table Alumnos(...) tablespace ts_data ...;
Oracle: Como se crea un schema?,"
creando un usuario:
create user nominas_owner
IDENTIFIES BY 'password'
DEFAULT TABLESPACE ts_data
TEMPORARY TABLESPACE ts-temp;
+
GRANT CONNECT TO nominas_owner(CONNECT es un rol que incluye privilegios CREATE SESSION...)"
Oracle: herramientas backup, RMAN y DATA PUMP(expdp: exportación y impdp: importación)
Oracle: herramienta arranque/parada, SQLPLUS. SHUTDOWN TRANSACTIONAL | INMEDIATE | ABORT | NORMAL

mysqldump -u root -p --databases nombre_bd1 nombre_bd2 > respaldo.sql, crea copia de seguridad con username; pide password; para 2 bases de datos
mysqldump opciones: --routines --add-drop-database --no-data,"
- routines: tambien copia PROCEDURES y FUNCTIONS
- add-drop-database Añade la sentencia 'DROP DATABASE' antes de cada sentencia 'CREATE DATABASE'
- no-data: sin datos, solo el esquema"
MySQL: chequea si mysqld está vivo,mysqladmin -u root -p ping
MySQL: shutdown del servidor,mysqladmin -u root -p shutdown
MySQL: version y estado del servidor,mysqladmin -u root -p version
MySQL: lista de todos los procesos activos,mysqladmin -u root -p processList
MySQL: matar un proceso concreto,mysqladmin -u root -p kill id_proceso
MySQL: crear la bbdd nominas,mysqladmin -u root -p create nominas
MySQL: recarga tablas de privilegios,mysqladmin -u root -p reload
MySQL: para la replicación en un servidor esclavo,mysqladmin -u root -p stop-slave
MySQL: administrar remotamente un mysql,mysqladmin -h ip_servidor_remoto
MySQL: importar datos de un fichero externo,mysqlimport --local db_name fichero.txt
MySQL: muestra información sobre bbdd; tablas y columnas,mysqlshow
MySQL: lista queries que tardan mucho tiempo en ejecutarse,mysqldumpslow
MySQL: chequea; analiza;optimiza y repara tablas MyISAM,myisamchk
PostgreSQL: inicio; para y control del PostgreSQL server,pg_ctl start/stop/status/restart
PostgreSQL: pedirá password,psql -h host -d base_de_datos -U user -W
PostgreSQL: restauracion; psql -d base_de_datos -f fichero_backup.sql (restauracion),psql base_de_datos < fichero_backup.sql
PostgreSQL: backup de una bbdd; pg_dump -Fc base_de_datos > fichero_backup (custom_format),pg_dump base_de_datos > fichero_backup.sql
PostgreSQL: backup de todas las bbdd,pg_dumpall > fichero_backup.sql
PostgreSQL: restauración cuando el formato de backup es de tipo custom-format,pg_restore -d base_de_datos fichero_backup_custom_format
PostgreSQL: limpia y analiza la bbdd. Ej: tuplas muertas,vacuumdb test; vacuumdb --analyze bigdb

# SNMP

Como instalar agente SNMP en Linux, apt install snmpd
Que agente se instala en Linux, NET-SNMP
Que se configura en /etc/snmp/snmpd.conf,"
- agentAddress udp:161,udp6:[::1]:161 puerto e ip de escucha
- rocommunity public localhost(contraseña)
- trap2sink   192.168.1.37 public Enviar traps a la dirección
- informsink 192.168.1.1 private Enviar informs a la dirección"

# Windows GPO politicas grupo B side

"gpedit.msc","Editor de GPOs o directivas de de grupo locales"
"gpresult","Mostrar las GPOs de usuario y/o computadora que están siendo aplicadas"
"resumen tando del USER como del COMPUTER","gpresult /r"
"informacion super detallada","gpresult /z"
"gpresult /h informe_fichero.html","gpresult /h"
"gpresult /x informe_fichero.xml","gpresult /x"
"gpresult /S remote-pc-name","gpresult /S"
"forzamos la actualizacion","gpupdate /force"
"reinicia despues de la actualizacion","gpupdate /boot"
"cierra la sesion despues de la actualizacion","gpupdate /logoff"
"solo se actualizan las directivas del usuario","gpupdate /target USER"
"solo se actualizan las directivas del equipo","gpupdate /target COMPUTER"

# Windows Active Directory B side

"lista todos los controladores de dominio","dsquery server domainroot"
"busca todos los equipo de esa OU","dsquery computer OU=Sales;DC=Contoso;DC=Com"
"busca en el dominio actual todas las maquinas cuyo nombre comience con 'ServFichero'","dsquery computer domainroot -name ServFichero*"
"muestra a todos los usuarios cuyo nombre termina en 'smith' y que lleven más de 3 semanas de inactividad","dsquery user domainroot -name *smith -inactive 3"
"que las cuenta este desactivada","dsquery user ... -disabled"
"que no haya cambiado la password desde hace al menos 30 dias","dsquery user ... --stalepwd 30"
"obtener el email de un determinado usuario","dsquery user –samid 'username' | dsget user -email"
"obtener todos los grupos de un usuario; incluidos los anidados","dsquery user -samid 'username' | dsget user -memberof -expand"
"obtener los miembros de un grupo","dsquery group -samid 'DEVELOPERS' | dsget group -members -expand  | dsget user -samid"
"obtener las PSO=Politicas de sobre la configuración de las contraseñas","dsget user ... -effectivepso"
"obtener la fecha de expiracion de la cuenta","dsget user ... -acctexpires"
"si o no está desactivada","dsget user ... -disabled"
"si o no el usuario debe cambiar la contraseña en el siguiente inicio de sesion","dsget user ... -mustchpwd"
"deshabilita todos los equipos que hayan estado inactivos durante 4 o mas semanas","dsquery computer -inactive 4 | dsmod computer -disabled yes"
"añade un usuario en una OU","dsadd user CN=Carlos;OU=Marketing;DC=ruinosa;DC=com"
"alta de un equipo en una OU","dsadd computer CN=SALESWKSTN1;OU=Ventas;DC=ruinosa;DC=com"
"añade usuario a un grupo","dsmod group CN=Marketing Users;CN=users;DC=ruinosa;DC=com -addmbr CN=Sara;OU=Marketing;DC=ruinosa;DC=com"
"cambia la password+politica a un usuario","dsmod user CN=Pepe;OU=Ventas;DC=ibm;Dc=com -pwd Abcd123 -mustchpwd yes"
"borra toda una OU","dsrm -subtree -noprompt -c OU=Marketing;DC=ruinosa;DC=com"

# Windows net administrar recursos usuarios grupos servicios B side

"muestra usuarios locales creados en la maquina","net user"
"muestra info del usuario pepe Ej: Ultimo cambio de password; si la contraseña expira; ultima sesion iniciada; grupos locales a los que pertenece; directorio principal; etc","net user pepe"
"alta del usuario local juan","net user juan 1234 /add"
"alta del usuario juan en el dominio","net user juan 1234 /add /domain"
"con esto podemos cambiar la password del usuario","net user fer *"
"si es obligatorio tener password para esa cuenta","Opción-> /passwordreq:yes/no"
"si el usuario puede cambiar la contraseña","Opción-> /passwordchg:yes/no"
"expiracion de la cuenta","Opción-> /expires:fecha/never"
"activa o desactiva la cuenta","Opción-> /active:yes/no"
"momentos en los que se puede usar la computadora/hacer login","Opción-> /times:..."
"lista de equipos desde donde puede hacer login","Opción-> /workstations:..."
"modifica politicas de cuentas y password","net accounts"
"longitudMinimaDeLaPassword","net accounts /MINPWLEN:..."
"maximoDeDiasQueLaPasswordEsValida","net accounts /MAXPWAGE:..."
"numeroDePasswordUnicasCuandoSeCambia","net accounts /UNIQUEPW:..."
"estos comandos afectan al dominio en lugar de la maquina local","net accounts /DOMAIN"
"añade o borra una maquina al dominio","net computer \\equipo /add o /del"
"listado con los usuarios y desde que maquinas están conectados al servidorNominas","net session \\servidorNominas"
"muestra las colas de impresion compartidas","net print \\equipo"
"muestra la cola de impresion de ese share","net print \\equipo\ShareName"
"gestion de un job particular","net print \\equipo NumeroDeJob"
"retrasa/retiene o libera el job","net print \\equipo NumeroDeJob /hold o /release"
"borra el job","net print \\equipo NumeroDeJob /delete"
"sin parametros muestra los que hay actualmente creados","net share gestion de recursos compartidos"
"comparte el directorio c:\Data con el nombre publico DataCompartido","net share DataCompartido=c:\Data"
"numeroMaximoUsuariosSimultaneos","net share DataCompartido=c:\Data /users:..."
"borrar el recurso compartido","net share DataCompartido=c:\Data /delete"
"añade grupo al dominio","net group desarrolladores /add"
"añade grupo local a la maquina","net localgroup desarrolladores /add"
"añade usuarios al grupo","net group desarrolladores pepe luis /add"
"muestra la lista de maquinas del dominio actual o con /domain el que tu especifiques","net view"
"muestra todos los recursos compartidos del equipo. El $ en el nombre del recurso indica que son ocultos","net view \\equipo /ALL"
"gestión de unidades hacia --> recursos compartidos","net use"
"en la maquina cliente vamos a poder engancharnos contra el share creado en el servidor \\financiero","net use e: \\financiero\cartas"
"asignar una impresora compartida en la red a un puerto","net use [LPTx:] \\ComputerName\printer_share /persistent:yes"
"borrar el mapeo de unidad","net use e: \\financiero\cartas /delete"
"para que se realice el mapeo en cada inicio de sesion","net use e: \\financiero\cartas /persistent:yes"
"mapeo con credenciales concretas","net use e: \\financiero\cartas /user:usuario password"
"cierra sesiones inactivas al pasar x minutos","net config server /autodisconnect:minutos"
"gestión de servicios","net start/stop/pause/continue nombreDelServicio"
"sincroniza la hora del equipo con la del dominio","net time /domain[:dominio] /set"
"idem pero contra un servidor de tiempos","net time /rstdomain[:dominio] /set"

# Windows netsh configuracion de red B side

"activar el firewall","netsh advfirewall set currentprofile state on"
"regla para abrir el puerto 80 de entrada","netsh advfirewall firewall add rule name='Open Port 80' dir=in action=allow protocol=TCP localport=80"
"activar el servicio de RDP","netsh advfirewall firewall set rule group='remote desktop' new enable=Yes"
"muestra configuracion TCP/IP","netsh interface ip show config"
"borra la cache de ARP","netsh interface ip delete arpcache"
"configuracion IP estatica","netsh interface ip set address name='Local Area Connection' source=static addr=192.168.0.10 mask=255.255.255.0 gateway=192.168.0.1 gwmetric=1"
"configuracion IP dinamica","netsh interface ip set address name='Local Area Connection' source=dhcp"
"añadir servidor de DNS","netsh interface ip add dnsservers 'Local Area Connection' 10.0.0.1"
"trabajar contra ese servidor","netsh set machine servidorNominas"
"bloquea la WIFI por SSID","netsh wlan add filter permission=block ssid=”WLAN name” networktype=infrastructure"
"publicar nueva IP de escucha","netsh http add iplisten address=1.1.1.1"
"asocia un certificado con una determinada IP+Puerto","netsh http add sslcert ipport=1.1.1.1:443 certhash=0102030405060708090A0B0C0D0E0F1011121314 appid={00112233-4455-6677-8899-AABBCCDDEEFF}"
"copia de seguridad de la configuracion","netsh dump > copia_configuracion.txt"
"restauracion de la configuracion","netsh exec copia_configuracion.txt"

# Windows robocopy copia backup de ficheros B side

"copia subcarpetas","/S"
"copia subcarpetas incluso VACIAS","/E"
"modo espejo copia de forma recursiva pero al terminar se eliminan los archivos en el destino que ya no existen en el origen","/MIR"
"mueve archivos y los elimina del origen después de ser copiados","/MOV"
"mueve archivos y carpetas y los elimina del origen después de ser copiados","/MOVE"
"hace una SIMULACION","/L"
"de un determinado tamaño","/MAX:bytes o /MIN:bytes"
"de una determinada antiguedad","/MAXAGE:dias o /MINAGE:dias"
"modo REINICIABLE","/Z"
"conservar permisos o /COPYALL","/SEC"
"numeroReintentos","/R:..."
"excluye los archivos indicados","/XF patron"

# Windows arp ipconfig netstat nslookup getmac route tracert variados B side

"muestra las entradas de la tabla","arp -a"
"elimina el host especificado o todos si se usa *","arp -d direccion_ip"
"agrega una entrada a la tabla","arp -s direccion_ip direccion_mac"
"muestra las resoluciones DNS de la cache","ipconfig /displaydns"
"borra la cache del DNS","ipconfig /flushdns"
"renueva la direccion IP","ipconfig  /renew"
"libera conexiones","ipconfig  /release"
"muestra todas las conexiones y puertos de escucha","netstat -a"
"filtra por TCP;UDP","netstat -p protocolo"
"muestra el contenido de la tabla de rutas","netstat -r"
"muestra el PID del proceso asociado","netstat -o"
"muestra los puertos y las direcciones en formato numerico","netstat -n"
"consulta de los registros de tipo TXT de inap.es usando GoogleDNS","nslookup -querytype=TXT -timeout=10 inap.es 8.8.8.8"
"consulta de los registros de tipo TXT de inap.es usando GoogleDNS","nslookup -type=TXT -timeout=10 inap.es 8.8.8.8"
"obtener la dirección fisica/MAC de una serie de interfaces de red","Comando getmac"
"administración de la tabla de enrutamiento","Comando route"
"muestra la ruta que siguen los datagramas IP entre dos extremos","tracert / pathping"
"no convierte direcciones en nombres de host","tracert / pathping -d"
"numero maximo de saltos en la busqueda","tracert / pathping -h"
"tiempo para esperar cada respuesta","tracert / pathping -w milisegundos"
"forzar usando IPv6","tracert / pathping -6"
"herramienta de administración del fichero/bbdd del AD -","ntdsutil"
"microsoft terminal server connection. Arranca el cliente de escritorio remoto","mstsc"
"convertir de fat16/32 a NTFS","convert"
"configuración de opciones de energia","powercfg"
"gestión de tareas/procesos","tasklist / taskkill"
"configuración del sistema","msconfig"
"gestión del arranque de windows","bcdedit"
"ejecutar un comando como otro user","runas"
"enviar mensaje a otro usuario","msg"
"push directory / pop directory. Guarda y restaura el directorio actual generalmente usados en un script","pushd/popd"
"información del sistema","msinfo32"
"importa una CA al almacen raiz","certutil.exe -addstore Root MyCert.cer"
"importa el pfx","certutil.exe -p MyPassword -importpfx MyCert.pfx"
"muestra todos los certificados del almacen personal","certutil -user -store MY"
"crea nuevo servicio","sc create NewService binpath= c:\...\NewServ.exe type= share start= auto"
"consulta estado servicio","sc query type= service/driver/... state=active/inactive"
"gestionar estado servicio","sc /start/stop/delete nombreDelServicio"

# Windows powershell B side

"Añade un ordenador a un dominio o grupo de trabajo.","Add-Computer"
"Añade contenido a un objeto.","Add-Content (alias; ac)"
"Borra contenido de un objeto.","Clear-Item (alias; cli)"
"Borra el valor de una propiedad.","Clear-ItemProperty (alias; clp)"
"Borra el valor de una variable.","Clear-Variable (alias; clv)"
"Compara dos conjuntos de objetos.","Compare-Object (alias; compare; diff)"
"Convierte objetos a formato CSV.","ConvertTo-CSV"
"Convierte objetos a formato HTML.","ConvertTo-Html"
"Convierte objetos a formato XML.","ConvertTo-XML"
"Copia un objeto de un lugar a otro.","Copy-Item (alias; cpi; cp; copy)"
"Copia una propiedad y su valor de un lugar a otro.","Copy-ItemProperty (alias; cpp)"
"Consulta usuarios en Active Directory.","Get-ADUser"
"Muestra los aliases disponibles.","Get-Alias (alias; gal)"
"Muestra la lista de paquetes .appx instalados (en Windows 8/10).","Get-AppxPackage"
